key,en,am
global_indicators:15-c-1-title,불법적으로 거래되거나 밀렵된 야생생물의 거래 비율,Որսագողությամբ կամ ապօրինի ձևով վաճառված վայրի բնության նմուշների համամասնությունը 
global_indicators:16-1-1-title,인구 10만명당 고의에 의한 살인범죄 피해자수의 성 및 연령별 현황,Դիտավորյալ սպանությունների զոհերի թիվը 100 հազար բնակչի հաշվով՝ ըստ սեռի և տարիքի 
global_indicators:16-1-2-title,"인구 10만명당 분쟁관련 사망자수의 성, 연령 및 사유별 현황","Հակամարտություններին առնչվող մահերի թիվը 100 հազար բնակչի հաշվով՝ ըստ սեռի, տարիքի և պատճառի"
global_indicators:16-1-3-title,"지난 12개월간 신체적, 정서적, 성적폭력에 노출된 인구비율","Ֆիզիկական, հոգեբանական կամ սեռական բնույթի բռնության ենթարկված բնակչության համամասնությունը նախորդ 12 ամիսների ընթացքում "
global_indicators:16-1-4-title,살고 있는 동네를 홀로 걸을 때 안전하다고 느끼는 인구 비율,Իրենց բնակության տարածքում մենակ քայլելիս իրենց ապահով զգացող բնակչության համամասնությունը 
global_indicators:16-10-1-title,"지난 12개월 동안 언론인, 관련 미디어 종사자, 노동조합원 및 인권운동가를 대상으로 한 살인, 납치, 실종, 강제구금 및 고문 건수","Լրագրողների, ԶԼՄ-ների անձնակազմի, արհմիությունների անդամների և իրավապաշտպանների սպանությունների, առևանգման, հարկադրյալ անհետացման, կամայական ազատազրկման և խոշտանգումների ճշգրտված թիվը  նախորդ 12 ամսում"
global_indicators:16-10-2-title,"정보에 대한 대중의 접근을 보장하는 헌법, 법률, 정책을 채택하고 이행하는 국가의 수","Հանուն տեղեկատվության հանրային մատչելիության սահմանադրական,  կանոնադրական և/կամ քաղաքականության երաշխիքներ որդեգրող և իրագործող երկրների թիվը"
global_indicators:16-2-1-title,지난 1개월간 보호자로부터 체벌이나 심리적 위협을 경험한 적이 있는 1-17세 아동 비율,"1-17 տարեկան երեխաների համամասնությունը, ովքեր անցյալ ամսում խնամատարների կողմից ենթարկվել են որևէ ֆիզիկական պատժի և (կամ) հոգեբանական ագրեսիայի "
global_indicators:16-2-2-title,"인구 10만명당 인신매매 피해자수의 성, 연령, 착취형태별 현황","Մարդկանց թրաֆիքինգի զոհերի թիվը 100 հազար բնակչի հաշվով, ըստ սեռի, տարիքի և շահագործման ձևի "
global_indicators:16-2-3-title,18-29세 성인 중 18세 이전에 성폭력을 당한 적이 있는 인구비율,"18-29 տարեկան երիտասարդ կանանց և տղամարդկանց համամասնությունը, ովքեր մինչև 18 տարեկանը ենթարկվել են սեռական բռնության "
global_indicators:16-3-1-title,지난 12개월간 관할 당국 혹은 기타 공식적인 분쟁해결수단에 피해신고를 한 폭력범죄피해자 비율,"Բռնության զոհերի համամասնությունը նախորդ 12 ամիսներին, ովքեր իրենց բռնության ենթարկվելու մասին հաղորդել են իրավասու մարմիններին կամ կոնֆլիկտների լուծման այլ պաշտոնապես ճանաչված մեխանիզմների (անվանվում է նաև հանցագործությունների հաղորդման ցուցանիշ) "
global_indicators:16-3-2-title,교도소 수용자 중 미결수 비율,Դատավճիռ չստացած ազատազրկվածները՝ արտահայտված որպես բանտարկյալների ընդհանուր թվի տոկոս 
global_indicators:16-4-1-title,국내외 불법금융거래의 총 가액 (현 미국달러화 기준),Ապօրինի մուտքային և ելքային ֆինանսական հոսքերի ընդհանուր արժեքը (ԱՄՆ դոլարով) 
global_indicators:16-4-2-title,"압수,적발, 회수된 무기 중 국제법제에 따라 유관당국에 의해 불법성이 추적, 확인된  비율","Բռնագրավված փոքր և թեթև զինատեսակների համամասնությունը, որոնք գրանցված են և հետագծվում են՝ համաձայն միջազգային չափորոշիչների և իրավական փաստաթղթերի "
global_indicators:16-5-1-title,"지난 12개월 동안 공무원을 최소한 1회 이상 접촉하여 뇌물을 주었거나, 공무원으로부터 뇌물을 요구 받았던 인구 비율","Պետական պաշտոնյայի հետ առնվազն մեկ անգամ շփում ունեցած անձանց համամասնությունը, ովքեր կաշառք են տվել պետական պաշտոնյային, կամ այդ պետական պաշտոնյաները նրանցից կաշառք են պահանջել նախորդ 12 ամսում "
global_indicators:16-5-2-title,지난 12개월 동안 공무원을 최소한 1회 이상 접촉하여 뇌물을 주었거나 공무원으로부터 뇌물을 요구받았던 기업의 비율,"Պետական պաշտոնյայի հետ առնվազն մեկ անգամ շփում ունեցած բիզնեսների համամասնությունը, որոնք կաշառք են տվել պետական պաշտոնյային, կամ այդ պետական պաշտոնյաները նրանցից կաշառք են պահանջել նախորդ 12 ամսում "
